Date:,Start Time,End Time,Location,Team Lead,Outreach Workers,Adults,Youth,Female,Male,Gender Diverse,Indigenous,Caucasian,People of Colour,Rough Sleepers,Veterans,Syringes/Paraphernalia Discarded,Detox/Treatment,Housing,Mental Health,ID Clinic,Food Source,Harm Reduction,Emergency Shelter,Medical,Clothing Source,Legal,Financial,Employment,Youth,Immigrant Services,Indigenous Services,Police Called,EMS Called,DOAP Called,First Aid Administered,Naloxone Administered,Shift Notes,Sandwiches,Bottled Water,"Other Drinks (fizzy water, juice, pop, etc)","Meal Replacement Drinks (Ensure, Boost, Protein Drinks, etc...)","Protein Snacks (beef jerky, pepperoni, etc...)","Baked Goods (cookies, cakes, Rice Krispies Squares, etc)","Chips, Crackers, etc","Electrolytes, etc (Gatorade, electrolyte powder, Emergen-C)","Canned Goods & Noodles (soup, chili, ravioli, etc...)","Fruit (fresh, canned, fruit cups)","Candy (chocolate, gummies, etc...)","Other Snacks (popcorn, granola bars, etc...)",Hygiene Kits,Dental Kits,Shaving Kits,Menstrual Product Kits,Hand Sanitizer,Mini First Aid Kit,Wet Wipes,Underwear,Socks,Sweaters,Jackets,Long Johns,Hand/Foot warmers,Hats (Toques in Winter/Baseball in summer),Gloves,Emergency Blankets,Sunscreen/Petroleum Jelly,Emergency Shelter,Tents,Tarps,Sleeping Bags,Blankets,Ponchos,Backpacks/Tote Bags,Battery Packs,Gift Cards,Bus Tickets,Bubbles,Naloxone,Straights,Longs,Shorts,Foil,Sharps Disposal,Condoms/Dental Dams
2024-06-08,01:45:00,06:00:00,Downtown,Garth,"Yui, Kerry, Calvin, Yoni",113,0,34,79,0,86,19,8,0,0,0,1,10,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Shift,60,0,0,24,0,92,0,30,92,92,0,92,15,15,0,5,10,5,20,10,20,3,0,0,0,0,0,20,8,0,0,1,0,0,0,8,0,0,0,40,3,5,1,0,20,0,8
2024-06-09,16:45:00,21:00:00,"River, east park village, library, train platforms, and stephen ave",Ladan,"John, Yui, Quinn, and Yoni",132,1,50,82,1,93,30,10,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Really great shift. Had over 10 housing checkins and convos about resources,60,0,0,30,60,57,0,22,0,60,45,90,19,12,0,4,6,1,1,30,20,0,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,60,9,6,3,3,20,5,10
2024-06-11,04:45:00,09:00:00,Downtown,Garth,"Riley, Virginia",133,6,52,87,0,102,26,11,0,0,0,1,6,0,0,0,0,11,0,0,0,0,1,6,0,0,0,0,1,1,0,Great Shift,60,0,4,10,0,100,0,30,100,100,0,100,10,10,0,5,10,0,25,10,20,0,3,0,0,0,0,20,5,0,0,1,0,0,0,8,0,0,0,39,10,10,1,7,20,4,10
2024-06-12,16:45:00,21:00:00,"River (both paths), superstore area, Library, and Olympic plaza",Ladan,John and Quinn,141,0,60,80,1,96,30,15,15,0,0,2,25,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Great shift. Guided EMR outreach worker in performing two wound cares. Able to provide education and recommendation on detox and treatment program to clients. Lots of housing checkins.,60,0,0,25,0,80,0,15,15,75,15,75,25,15,0,10,15,4,25,10,20,0,3,0,0,0,0,36,0,0,0,1,0,0,0,8,0,0,0,37,9,10,4,4,10,0,10
2024-06-15,14:00:00,18:00:00,"City hall, East village, Library",Olivia,"Lizzy, Yoni, Calvin",110,2,44,68,1,67,25,20,25,0,0,0,10,0,0,1,0,4,0,5,0,1,1,0,1,0,0,0,0,0,0,"Rainy day, but good shift!",60,0,0,15,0,60,80,20,0,60,0,240,10,0,0,5,8,0,20,10,20,0,8,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,60,10,10,0,1,0,0,5
2024-06-16,04:45:00,07:00:00,Downtown,Garth,"Yoni, Karen",73,0,31,42,0,46,14,13,0,0,0,0,14,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,Great Shift,60,0,0,15,0,120,0,20,0,0,0,60,10,0,0,5,10,5,20,10,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,34,2,4,0,2,7,0,6
2024-06-18,04:45:00,09:00:00,"River walk to East vill, City Hall stn",Kyla,"Alyse, Emily, Britney",84,1,30,55,0,30,54,8,10,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Britney and Emily's first shift. They did really awesome! Very attentive to carts, moved fast. Good shift",60,36,0,45,4,120,55,7,60,15,20,35,10,2,0,5,10,1,15,10,20,4,2,0,4,8,0,0,2,0,0,0,0,0,0,8,0,0,0,55,3,10,4,1,20,0,1
2024-06-19,16:45:00,21:00:00,"Library, OP, Superstore, River, Bow Valley College",Cassie,"Daniel, Tom, Valeriia,",96,0,31,65,0,50,33,13,34,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beautiful day- helped a few pregnant clients. Potentially we should have more resources for same. Had a few people asking for Tylenol.,60,72,0,11,0,65,20,0,63,10,19,120,3,0,0,3,4,1,5,6,33,0,0,0,6,6,0,1,7,0,0,0,0,0,0,0,6,0,0,30,5,3,2,0,1,1,0
2024-06-22,01:45:00,06:00:00,Downtown,Garth,"Danielle, Andrea, Leira, Abeer, Yoni",125,0,37,88,0,84,27,16,0,1,0,0,21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,"Great Shift, really enjoyed working with our visitors from BC",60,96,0,23,90,180,0,20,0,90,0,90,15,0,0,10,15,5,30,20,20,0,0,0,0,6,0,15,15,0,0,0,0,0,10,14,0,0,0,60,5,10,0,4,20,3,5
2024-06-23,04:45:00,09:00:00,Downtown,Garth,"Yoni, John, Tracy, Patricia, Charmin, Val, Sheila",124,6,42,88,0,86,21,17,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,Great Shift with our guests from BC,60,120,0,30,0,180,0,0,90,90,0,90,24,0,0,5,12,5,38,29,40,5,0,0,0,5,0,5,9,0,0,0,0,0,5,10,0,0,0,35,3,7,0,2,20,1,10
2024-06-25,16:45:00,21:00:00,"Bvc, river, superstore area, stephen ave, library, ct line",Ladan,"Valeria, yui, and quinn",130,4,55,77,2,94,27,13,20,0,0,0,12,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Lots of encampment at river - education provided on safety. 
Had to do multiple rounds as lots of people were out.
Performed two wound cares. Great shift.",60,72,0,15,0,150,0,0,60,120,0,80,25,0,0,14,29,5,30,30,30,0,0,0,0,12,0,5,7,0,0,0,0,0,5,4,2,0,0,60,10,9,1,2,5,3,4
2024-06-26,16:45:00,21:00:00,"River, east village park, bvc, ct tran, library, and stephen ave",Ladan,"Quinn, harry, jeff, tara",92,0,25,67,0,52,28,12,9,0,0,0,6,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,"Overdose near train. EMS already called by friends. One dose administered by writer. Put client in recovery position. We debriefed as a team after - everyone followed their role and reacted appropriately.

Assisted EMR students in performing wound care. Overall great shift.",60,72,0,30,40,150,0,0,30,0,0,120,18,0,0,7,19,8,24,25,29,2,3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,60,11,9,3,4,20,4,10
2024-06-29,14:00:00,18:00:00,"River, bvc area, ct train, and stephen ave",Ladan,"Virgina, lizzy, alice, and nadis",87,1,30,57,1,65,16,7,12,0,0,0,12,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had volunteer stay behind to make bubbles, shorts, long kits. Sunscreen and dental kits were made as well. Church donation from Deborah. Lots of recommendations to sorce / cups for IDs. Great shift.",60,48,0,28,0,150,20,0,60,0,44,44,16,5,0,6,11,4,21,21,18,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,51,3,4,2,0,1,0,3
2024-06-30,04:45:00,09:00:00,Downtown,Garth,"Evan, Macey, John",115,4,38,81,0,78,28,13,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Great shift we had $20 donated,60,72,0,14,0,60,0,0,60,0,60,60,15,15,0,9,12,10,20,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,55,5,10,0,2,22,0,0
2024-07-02,16:30:00,22:00:00,"7th Ave, Stephen Ave, 8th Street, River walk",Christina,Yui,95,37,60,65,7,73,45,14,23,0,1,0,3,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Little rain tonight but was only mostly spitting by the time we hit the streets at 6pm. Was trying to deal with a potential rape victim across from the McDonald's on 8th Street and she kept running away and trying to fight people as well another rather aggressive girl that was starting fights with everyone. We had to vacant the area due to violence and safety concerns. Called the non emerg line and gave the description of the female. We did two runs today and on our last run back ran into her by the superstore. Asked her again about what happened and she refused to talk to me and denied anything happening. Advised her that if this did happen and she would like to see someone or talk to someone Sheldon Chumir is our sexual assault hub in the city. She thanked me and moved on her way.,60,84,0,0,2,60,13,28,0,60,68,60,10,5,0,5,20,0,36,6,15,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,59,17,23,2,4,1,3,1
2024-07-03,04:45:00,09:00:00,Downtown,Garth,"Juniper, Emily, Tara",121,2,37,86,0,94,23,6,0,1,0,2,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Shift $10 donation,60,72,0,26,0,100,100,0,0,0,100,200,10,11,0,5,16,5,20,10,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,55,9,15,0,3,20,1,10
2024-07-06,01:45:00,06:00:00,Downtown,Garth,"Lara, Calvin, Harry, Cass, Quinn",130,3,33,99,0,94,22,17,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Shift,60,88,0,26,72,90,0,0,18,90,0,180,6,10,0,5,10,5,20,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,36,5,9,1,1,20,0,0
2024-07-07,04:45:00,09:00:00,Downtown,Garth,"Avery, Cass, Harry, Tom",141,0,41,100,0,101,22,18,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Shift,60,96,0,24,0,0,0,0,100,100,100,200,0,21,0,6,17,5,17,10,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,4,0,0,62,1,10,1,3,20,1,0
